,Unnamed: 0,Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tip Winning Team,Tip Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon Team,Tip Winner,Tip Winner Link,Tip Loser,Tip Loser Link,Tip Winner Scores
183,184,200511260DAL,https://www.basketball-reference.com/boxscores/pbp/200511260DAL.html,Dallas Mavericks,Memphis Grizzlies,DAL,MEM,E. Dampier,P. Gasol,M. Daniels,DAL,MEM,D. Nowitzki,/players/n/nowitdi01.html,DAL,MEM,E. Dampier,/players/d/dampier01.html,P. Gasol,/players/g/gasolpa01.html,1.0
184,185,200511260HOU,https://www.basketball-reference.com/boxscores/pbp/200511260HOU.html,Houston Rockets,Chicago Bulls,HOU,CHI,Y. Ming,T. Chandler,Y. Ming,CHI,HOU,C. Duhon,/players/d/duhonch01.html,HOU,CHI,T. Chandler,/players/c/chandty01.html,Y. Ming,/players/m/mingya01.html,0.0
185,186,200511260MIL,https://www.basketball-reference.com/boxscores/pbp/200511260MIL.html,Milwaukee Bucks,Detroit Pistons,MIL,DET,J. Magloire,B. Wallace,T. Ford,MIL,DET,B. Simmons,/players/s/simmobo01.html,MIL,DET,J. Magloire,/players/m/magloja01.html,B. Wallace,/players/w/wallabe01.html,1.0
186,187,200511260GSW,https://www.basketball-reference.com/boxscores/pbp/200511260GSW.html,Golden State Warriors,Toronto Raptors,GSW,TOR,A. Foyle,C. Bosh,M. Peterson,TOR,GSW,M. Peterson,/players/p/petermo01.html,TOR,GSW,C. Bosh,/players/b/boshch01.html,A. Foyle,/players/f/foylead01.html,1.0
187,188,200511270ATL,https://www.basketball-reference.com/boxscores/pbp/200511270ATL.html,Atlanta Hawks,Portland Trail Blazers,ATL,POR,J. Smith,J. Przybilla,S. Monia,POR,ATL,S. Telfair,/players/t/telfase01.html,POR,ATL,J. Przybilla,/players/p/przybjo01.html,J. Smith,/players/s/smithjo03.html,1.0
188,189,200511270LAC,https://www.basketball-reference.com/boxscores/pbp/200511270LAC.html,Los Angeles Clippers,Indiana Pacers,LAC,IND,C. Kaman,J. O'Neal,J. O'Neal,IND,LAC,A. Croshere,/players/c/croshau01.html,IND,LAC,J. O'Neal,/players/o/onealje01.html,C. Kaman,/players/k/kamanch01.html,1.0
189,190,200511270LAL,https://www.basketball-reference.com/boxscores/pbp/200511270LAL.html,Los Angeles Lakers,New Jersey Nets,LAL,NJN,C. Mihm,J. Collins,R. Jefferson,NJN,LAL,N. Krstić,/players/k/krstine01.html,NJN,LAL,J. Collins,/players/c/collija04.html,C. Mihm,/players/m/mihmch01.html,1.0
190,191,200511280TOR,https://www.basketball-reference.com/boxscores/pbp/200511280TOR.html,Toronto Raptors,Dallas Mavericks,TOR,DAL,C. Bosh,E. Dampier,M. Daniels,DAL,TOR,J. Terry,/players/t/terryja01.html,DAL,TOR,E. Dampier,/players/d/dampier01.html,C. Bosh,/players/b/boshch01.html,1.0
191,192,200511280BOS,https://www.basketball-reference.com/boxscores/pbp/200511280BOS.html,Boston Celtics,Orlando Magic,BOS,ORL,K. Perkins,D. Howard,K. Perkins,ORL,BOS,H. Türkoğlu,/players/t/turkohe01.html,BOS,ORL,D. Howard,/players/h/howardw01.html,K. Perkins,/players/p/perkike01.html,0.0
192,193,200511280MIA,https://www.basketball-reference.com/boxscores/pbp/200511280MIA.html,Miami Heat,New York Knicks,MIA,NYK,A. Mourning,C. Frye,J. Williams,MIA,NYK,J. Williams,/players/w/willija02.html,MIA,NYK,A. Mourning,/players/m/mournal01.html,C. Frye,/players/f/fryech01.html,1.0
193,194,200511280DEN,https://www.basketball-reference.com/boxscores/pbp/200511280DEN.html,Denver Nuggets,New Jersey Nets,DEN,NJN,M. Camby,J. Collins,J. Collins,NJN,DEN,N. Krstić,/players/k/krstine01.html,NJN,DEN,J. Collins,/players/c/collija04.html,M. Camby,/players/c/cambyma01.html,1.0
194,195,200511280GSW,https://www.basketball-reference.com/boxscores/pbp/200511280GSW.html,Golden State Warriors,New Orleans/Oklahoma City Hornets,GSW,NOK,A. Foyle,P. Brown,M. Dunleavy,NOK,GSW,D. West,/players/w/westda01.html,GSW,NOK,P. Brown,/players/b/brownpj01.html,A. Foyle,/players/f/foylead01.html,0.0
195,196,200511290PHI,https://www.basketball-reference.com/boxscores/pbp/200511290PHI.html,Philadelphia 76ers,Portland Trail Blazers,PHI,POR,S. Dalembert,J. Przybilla,Z. Randolph,PHI,POR,K. Korver,/players/k/korveky01.html,POR,PHI,S. Dalembert,/players/d/dalemsa01.html,J. Przybilla,/players/p/przybjo01.html,0.0
196,197,200511290MIL,https://www.basketball-reference.com/boxscores/pbp/200511290MIL.html,Milwaukee Bucks,Dallas Mavericks,MIL,DAL,J. Magloire,E. Dampier,M. Daniels,DAL,MIL,J. Powell,/players/p/poweljo01.html,DAL,MIL,E. Dampier,/players/d/dampier01.html,J. Magloire,/players/m/magloja01.html,1.0
197,198,200511290MIN,https://www.basketball-reference.com/boxscores/pbp/200511290MIN.html,Minnesota Timberwolves,Los Angeles Clippers,MIN,LAC,K. Garnett,C. Kaman,C. Kaman,LAC,MIN,E. Brand,/players/b/brandel01.html,LAC,MIN,C. Kaman,/players/k/kamanch01.html,K. Garnett,/players/g/garneke01.html,1.0
198,199,200511290CHI,https://www.basketball-reference.com/boxscores/pbp/200511290CHI.html,Chicago Bulls,Orlando Magic,CHI,ORL,T. Chandler,D. Howard,A. Nocioni,CHI,ORL,C. Duhon,/players/d/duhonch01.html,CHI,ORL,T. Chandler,/players/c/chandty01.html,D. Howard,/players/h/howardw01.html,1.0
199,200,200511290HOU,https://www.basketball-reference.com/boxscores/pbp/200511290HOU.html,Houston Rockets,Atlanta Hawks,HOU,ATL,Y. Ming,J. Smith,T. McGrady,HOU,ATL,T. McGrady,/players/m/mcgratr01.html,HOU,ATL,Y. Ming,/players/m/mingya01.html,J. Smith,/players/s/smithjo03.html,1.0
200,201,200511290SAS,https://www.basketball-reference.com/boxscores/pbp/200511290SAS.html,San Antonio Spurs,Los Angeles Lakers,SAS,LAL,R. Nesterović,C. Mihm,C. Mihm,LAL,SAS,S. Parker,/players/p/parkesm01.html,LAL,SAS,C. Mihm,/players/m/mihmch01.html,R. Nesterović,/players/n/nestera01.html,1.0
201,202,200511290UTA,https://www.basketball-reference.com/boxscores/pbp/200511290UTA.html,Utah Jazz,Indiana Pacers,UTA,IND,G. Ostertag,J. O'Neal,M. Harpring,UTA,IND,M. Okur,/players/o/okurme01.html,UTA,IND,G. Ostertag,/players/o/ostergr01.html,J. O'Neal,/players/o/onealje01.html,1.0
202,203,200511290SAC,https://www.basketball-reference.com/boxscores/pbp/200511290SAC.html,Sacramento Kings,Charlotte Bobcats,SAC,CHA,B. Miller,E. Okafor,M. Bibby,CHA,SAC,G. Wallace,/players/w/wallage01.html,SAC,CHA,E. Okafor,/players/o/okafoem01.html,B. Miller,/players/m/millebr01.html,0.0
203,204,200511300ATL,https://www.basketball-reference.com/boxscores/pbp/200511300ATL.html,Atlanta Hawks,Miami Heat,ATL,MIA,J. Smith,A. Mourning,Z. Pachulia,ATL,MIA,R. Ivey,/players/i/iveyro01.html,ATL,MIA,J. Smith,/players/s/smithjo03.html,A. Mourning,/players/m/mournal01.html,1.0
204,205,200511300CLE,https://www.basketball-reference.com/boxscores/pbp/200511300CLE.html,Cleveland Cavaliers,Los Angeles Clippers,CLE,LAC,Z. Ilgauskas,C. Kaman,Z. Ilgauskas,CLE,LAC,D. Gooden,/players/g/goodedr01.html,CLE,LAC,Z. Ilgauskas,/players/i/ilgauzy01.html,C. Kaman,/players/k/kamanch01.html,1.0
205,206,200511300TOR,https://www.basketball-reference.com/boxscores/pbp/200511300TOR.html,Toronto Raptors,Memphis Grizzlies,TOR,MEM,C. Bosh,P. Gasol,P. Gasol,TOR,MEM,J. Calderón,/players/c/caldejo01.html,MEM,TOR,C. Bosh,/players/b/boshch01.html,P. Gasol,/players/g/gasolpa01.html,0.0
206,207,200511300WAS,https://www.basketball-reference.com/boxscores/pbp/200511300WAS.html,Washington Wizards,Portland Trail Blazers,WAS,POR,J. Jeffries,J. Przybilla,Z. Randolph,POR,WAS,S. Telfair,/players/t/telfase01.html,POR,WAS,J. Przybilla,/players/p/przybjo01.html,J. Jeffries,/players/j/jeffrja01.html,1.0
207,208,200511300BOS,https://www.basketball-reference.com/boxscores/pbp/200511300BOS.html,Boston Celtics,Philadelphia 76ers,BOS,PHI,K. Perkins,S. Dalembert,P. Pierce,BOS,PHI,D. West,/players/w/westde01.html,BOS,PHI,K. Perkins,/players/p/perkike01.html,S. Dalembert,/players/d/dalemsa01.html,1.0
208,209,200511300NJN,https://www.basketball-reference.com/boxscores/pbp/200511300NJN.html,New Jersey Nets,Detroit Pistons,NJN,DET,J. Collins,B. Wallace,R. Wallace,DET,NJN,C. Billups,/players/b/billuch01.html,DET,NJN,B. Wallace,/players/w/wallabe01.html,J. Collins,/players/c/collija04.html,1.0
209,210,200511300NYK,https://www.basketball-reference.com/boxscores/pbp/200511300NYK.html,New York Knicks,Chicago Bulls,NYK,CHI,C. Frye,T. Chandler,M. Sweetney,CHI,NYK,A. Nocioni,/players/n/nocioan01.html,CHI,NYK,T. Chandler,/players/c/chandty01.html,C. Frye,/players/f/fryech01.html,1.0
210,211,200511300DEN,https://www.basketball-reference.com/boxscores/pbp/200511300DEN.html,Denver Nuggets,New Orleans/Oklahoma City Hornets,DEN,NOK,M. Camby,P. Brown,M. Camby,NOK,DEN,C. Paul,/players/p/paulch01.html,DEN,NOK,P. Brown,/players/b/brownpj01.html,M. Camby,/players/c/cambyma01.html,0.0
211,212,200511300PHO,https://www.basketball-reference.com/boxscores/pbp/200511300PHO.html,Phoenix Suns,Indiana Pacers,PHO,IND,S. Marion,J. O'Neal,S. Marion,PHO,IND,S. Nash,/players/n/nashst01.html,PHO,IND,S. Marion,/players/m/mariosh01.html,J. O'Neal,/players/o/onealje01.html,1.0
212,213,200511300SEA,https://www.basketball-reference.com/boxscores/pbp/200511300SEA.html,Seattle SuperSonics,Charlotte Bobcats,SEA,CHA,R. Lewis,E. Okafor,E. Okafor,CHA,SEA,P. Brezec,/players/b/brezepr01.html,CHA,SEA,E. Okafor,/players/o/okafoem01.html,R. Lewis,/players/l/lewisra02.html,1.0
213,214,200511300GSW,https://www.basketball-reference.com/boxscores/pbp/200511300GSW.html,Golden State Warriors,Sacramento Kings,GSW,SAC,A. Foyle,B. Miller,M. Dunleavy,GSW,SAC,T. Murphy,/players/m/murphtr01.html,GSW,SAC,A. Foyle,/players/f/foylead01.html,B. Miller,/players/m/millebr01.html,1.0
214,215,200512010UTA,https://www.basketball-reference.com/boxscores/pbp/200512010UTA.html,Utah Jazz,Los Angeles Lakers,UTA,LAL,G. Ostertag,C. Mihm,K. Bryant,UTA,LAL,M. Okur,/players/o/okurme01.html,LAL,UTA,G. Ostertag,/players/o/ostergr01.html,C. Mihm,/players/m/mihmch01.html,0.0
215,216,200512020ATL,https://www.basketball-reference.com/boxscores/pbp/200512020ATL.html,Atlanta Hawks,Toronto Raptors,ATL,TOR,J. Smith,C. Bosh,Z. Pachulia,TOR,ATL,M. Peterson,/players/p/petermo01.html,ATL,TOR,C. Bosh,/players/b/boshch01.html,J. Smith,/players/s/smithjo03.html,0.0
216,217,200512020WAS,https://www.basketball-reference.com/boxscores/pbp/200512020WAS.html,Washington Wizards,Milwaukee Bucks,WAS,MIL,J. Jeffries,J. Magloire,M. Williams,MIL,WAS,T. Ford,/players/f/fordtj01.html,MIL,WAS,J. Magloire,/players/m/magloja01.html,J. Jeffries,/players/j/jeffrja01.html,1.0
217,218,200512020BOS,https://www.basketball-reference.com/boxscores/pbp/200512020BOS.html,Boston Celtics,Chicago Bulls,BOS,CHI,K. Perkins,T. Chandler,M. Sweetney,CHI,BOS,C. Duhon,/players/d/duhonch01.html,CHI,BOS,T. Chandler,/players/c/chandty01.html,K. Perkins,/players/p/perkike01.html,1.0
218,219,200512020DET,https://www.basketball-reference.com/boxscores/pbp/200512020DET.html,Detroit Pistons,New York Knicks,DET,NYK,B. Wallace,M. Taylor,M. Taylor,NYK,DET,Q. Richardson,/players/r/richaqu01.html,NYK,DET,M. Taylor,/players/t/tayloma01.html,B. Wallace,/players/w/wallabe01.html,1.0
219,220,200512020MEM,https://www.basketball-reference.com/boxscores/pbp/200512020MEM.html,Memphis Grizzlies,Orlando Magic,MEM,ORL,P. Gasol,D. Howard,S. Battier,MEM,ORL,D. Stoudamire,/players/s/stoudda01.html,MEM,ORL,P. Gasol,/players/g/gasolpa01.html,D. Howard,/players/h/howardw01.html,1.0
220,221,200512020NOK,https://www.basketball-reference.com/boxscores/pbp/200512020NOK.html,New Orleans/Oklahoma City Hornets,Philadelphia 76ers,NOK,PHI,P. Brown,S. Dalembert,A. Iverson,PHI,NOK,K. Korver,/players/k/korveky01.html,PHI,NOK,S. Dalembert,/players/d/dalemsa01.html,P. Brown,/players/b/brownpj01.html,1.0
221,222,200512020PHO,https://www.basketball-reference.com/boxscores/pbp/200512020PHO.html,Phoenix Suns,Denver Nuggets,PHO,DEN,S. Marion,M. Camby,C. Anthony,DEN,PHO,D. Johnson,/players/j/johnsde03.html,DEN,PHO,M. Camby,/players/c/cambyma01.html,S. Marion,/players/m/mariosh01.html,1.0
222,223,200512020POR,https://www.basketball-reference.com/boxscores/pbp/200512020POR.html,Portland Trail Blazers,Indiana Pacers,POR,IND,J. Przybilla,J. O'Neal,S. Jackson,IND,POR,A. Croshere,/players/c/croshau01.html,IND,POR,J. O'Neal,/players/o/onealje01.html,J. Przybilla,/players/p/przybjo01.html,1.0
223,224,200512020SAC,https://www.basketball-reference.com/boxscores/pbp/200512020SAC.html,Sacramento Kings,Miami Heat,SAC,MIA,B. Miller,A. Mourning,B. Wells,MIA,SAC,J. Williams,/players/w/willija02.html,SAC,MIA,A. Mourning,/players/m/mournal01.html,B. Miller,/players/m/millebr01.html,0.0
224,225,200512020GSW,https://www.basketball-reference.com/boxscores/pbp/200512020GSW.html,Golden State Warriors,Charlotte Bobcats,GSW,CHA,A. Foyle,E. Okafor,T. Murphy,CHA,GSW,G. Wallace,/players/w/wallage01.html,GSW,CHA,E. Okafor,/players/o/okafoem01.html,A. Foyle,/players/f/foylead01.html,0.0
225,226,200512020LAL,https://www.basketball-reference.com/boxscores/pbp/200512020LAL.html,Los Angeles Lakers,Minnesota Timberwolves,LAL,MIN,C. Mihm,K. Garnett,M. Olowokandi,LAL,MIN,S. Parker,/players/p/parkesm01.html,MIN,LAL,C. Mihm,/players/m/mihmch01.html,K. Garnett,/players/g/garneke01.html,0.0
226,227,200512020SEA,https://www.basketball-reference.com/boxscores/pbp/200512020SEA.html,Seattle SuperSonics,Cleveland Cavaliers,SEA,CLE,R. Lewis,Z. Ilgauskas,L. Hughes,SEA,CLE,R. Evans,/players/e/evansre01.html,CLE,SEA,R. Lewis,/players/l/lewisra02.html,Z. Ilgauskas,/players/i/ilgauzy01.html,0.0
227,228,200512030NJN,https://www.basketball-reference.com/boxscores/pbp/200512030NJN.html,New Jersey Nets,Toronto Raptors,NJN,TOR,J. Collins,C. Bosh,C. Bosh,NJN,TOR,J. Kidd,/players/k/kiddja01.html,TOR,NJN,J. Collins,/players/c/collija04.html,C. Bosh,/players/b/boshch01.html,0.0
228,229,200512030CHI,https://www.basketball-reference.com/boxscores/pbp/200512030CHI.html,Chicago Bulls,Detroit Pistons,CHI,DET,T. Chandler,B. Wallace,R. Hamilton,DET,CHI,R. Wallace,/players/w/wallara01.html,DET,CHI,B. Wallace,/players/w/wallabe01.html,T. Chandler,/players/c/chandty01.html,1.0
229,230,200512030DAL,https://www.basketball-reference.com/boxscores/pbp/200512030DAL.html,Dallas Mavericks,New Orleans/Oklahoma City Hornets,DAL,NOK,E. Dampier,P. Brown,D. Nowitzki,DAL,NOK,D. Nowitzki,/players/n/nowitdi01.html,DAL,NOK,E. Dampier,/players/d/dampier01.html,P. Brown,/players/b/brownpj01.html,1.0
230,231,200512030HOU,https://www.basketball-reference.com/boxscores/pbp/200512030HOU.html,Houston Rockets,Memphis Grizzlies,HOU,MEM,Y. Ming,P. Gasol,D. Stoudamire,MEM,HOU,E. Jones,/players/j/jonesed02.html,MEM,HOU,P. Gasol,/players/g/gasolpa01.html,Y. Ming,/players/m/mingya01.html,1.0
231,232,200512030MIL,https://www.basketball-reference.com/boxscores/pbp/200512030MIL.html,Milwaukee Bucks,Orlando Magic,MIL,ORL,J. Magloire,D. Howard,D. Howard,ORL,MIL,D. Stevenson,/players/s/stevede01.html,ORL,MIL,D. Howard,/players/h/howardw01.html,J. Magloire,/players/m/magloja01.html,1.0
232,233,200512030SAS,https://www.basketball-reference.com/boxscores/pbp/200512030SAS.html,San Antonio Spurs,Philadelphia 76ers,SAS,PHI,R. Nesterović,S. Dalembert,A. Iguodala,PHI,SAS,A. Iguodala,/players/i/iguodan01.html,PHI,SAS,S. Dalembert,/players/d/dalemsa01.html,R. Nesterović,/players/n/nestera01.html,1.0
233,234,200512030DEN,https://www.basketball-reference.com/boxscores/pbp/200512030DEN.html,Denver Nuggets,Miami Heat,DEN,MIA,M. Camby,A. Mourning,C. Anthony,DEN,MIA,C. Anthony,/players/a/anthoca01.html,DEN,MIA,M. Camby,/players/c/cambyma01.html,A. Mourning,/players/m/mournal01.html,1.0
234,235,200512030LAC,https://www.basketball-reference.com/boxscores/pbp/200512030LAC.html,Los Angeles Clippers,Cleveland Cavaliers,LAC,CLE,C. Kaman,Z. Ilgauskas,E. Brand,CLE,LAC,D. Gooden,/players/g/goodedr01.html,LAC,CLE,Z. Ilgauskas,/players/i/ilgauzy01.html,C. Kaman,/players/k/kamanch01.html,0.0
235,236,200512040NYK,https://www.basketball-reference.com/boxscores/pbp/200512040NYK.html,New York Knicks,Boston Celtics,NYK,BOS,E. Curry,K. Perkins,R. LaFrentz,NYK,BOS,S. Marbury,/players/m/marbust01.html,BOS,NYK,E. Curry,/players/c/curryed01.html,K. Perkins,/players/p/perkike01.html,0.0
236,237,200512040PHO,https://www.basketball-reference.com/boxscores/pbp/200512040PHO.html,Phoenix Suns,Atlanta Hawks,PHO,ATL,S. Marion,J. Smith,K. Thomas,ATL,PHO,Z. Pachulia,/players/p/pachuza01.html,PHO,ATL,J. Smith,/players/s/smithjo03.html,S. Marion,/players/m/mariosh01.html,0.0
237,238,200512040SEA,https://www.basketball-reference.com/boxscores/pbp/200512040SEA.html,Seattle SuperSonics,Indiana Pacers,SEA,IND,R. Lewis,J. O'Neal,M. World Peace,SEA,IND,L. Ridnour,/players/r/ridnolu01.html,IND,SEA,R. Lewis,/players/l/lewisra02.html,J. O'Neal,/players/o/onealje01.html,0.0
238,239,200512040POR,https://www.basketball-reference.com/boxscores/pbp/200512040POR.html,Portland Trail Blazers,Utah Jazz,POR,UTA,J. Przybilla,G. Ostertag,D. Williams,UTA,POR,D. Williams,/players/w/willide01.html,UTA,POR,G. Ostertag,/players/o/ostergr01.html,J. Przybilla,/players/p/przybjo01.html,1.0
239,240,200512040SAC,https://www.basketball-reference.com/boxscores/pbp/200512040SAC.html,Sacramento Kings,Minnesota Timberwolves,SAC,MIN,B. Miller,K. Garnett,P. Stojaković,MIN,SAC,M. Olowokandi,/players/o/olowomi01.html,SAC,MIN,K. Garnett,/players/g/garneke01.html,B. Miller,/players/m/millebr01.html,0.0
240,241,200512040LAL,https://www.basketball-reference.com/boxscores/pbp/200512040LAL.html,Los Angeles Lakers,Charlotte Bobcats,LAL,CHA,C. Mihm,E. Okafor,P. Brezec,CHA,LAL,B. Knight,/players/k/knighbr01.html,CHA,LAL,E. Okafor,/players/o/okafoem01.html,C. Mihm,/players/m/mihmch01.html,1.0
241,242,200512050ORL,https://www.basketball-reference.com/boxscores/pbp/200512050ORL.html,Orlando Magic,San Antonio Spurs,ORL,SAS,D. Howard,R. Nesterović,M. Ginóbili,ORL,SAS,J. Nelson,/players/n/nelsoja01.html,SAS,ORL,D. Howard,/players/h/howardw01.html,R. Nesterović,/players/n/nestera01.html,0.0
242,243,200512050CHI,https://www.basketball-reference.com/boxscores/pbp/200512050CHI.html,Chicago Bulls,Dallas Mavericks,CHI,DAL,T. Chandler,E. Dampier,A. Griffin,DAL,CHI,J. Terry,/players/t/terryja01.html,DAL,CHI,E. Dampier,/players/d/dampier01.html,T. Chandler,/players/c/chandty01.html,1.0
243,244,200512050UTA,https://www.basketball-reference.com/boxscores/pbp/200512050UTA.html,Utah Jazz,Minnesota Timberwolves,UTA,MIN,J. Collins,K. Garnett,D. Williams,UTA,MIN,G. Giriček,/players/g/giricgo01.html,UTA,MIN,J. Collins,/players/c/collija03.html,K. Garnett,/players/g/garneke01.html,1.0
244,245,200512050LAC,https://www.basketball-reference.com/boxscores/pbp/200512050LAC.html,Los Angeles Clippers,Miami Heat,LAC,MIA,C. Kaman,A. Mourning,J. Williams,MIA,LAC,U. Haslem,/players/h/hasleud01.html,MIA,LAC,A. Mourning,/players/m/mournal01.html,C. Kaman,/players/k/kamanch01.html,1.0
245,246,200512060IND,https://www.basketball-reference.com/boxscores/pbp/200512060IND.html,Indiana Pacers,Dallas Mavericks,IND,DAL,J. O'Neal,E. Dampier,A. Griffin,DAL,IND,D. Nowitzki,/players/n/nowitdi01.html,DAL,IND,E. Dampier,/players/d/dampier01.html,J. O'Neal,/players/o/onealje01.html,1.0
246,247,200512060WAS,https://www.basketball-reference.com/boxscores/pbp/200512060WAS.html,Washington Wizards,Toronto Raptors,WAS,TOR,J. Jeffries,C. Bosh,C. Bosh,TOR,WAS,J. Calderón,/players/c/caldejo01.html,TOR,WAS,C. Bosh,/players/b/boshch01.html,J. Jeffries,/players/j/jeffrja01.html,1.0
247,248,200512060MEM,https://www.basketball-reference.com/boxscores/pbp/200512060MEM.html,Memphis Grizzlies,New Orleans/Oklahoma City Hornets,MEM,NOK,P. Gasol,P. Brown,D. Stoudamire,NOK,MEM,D. West,/players/w/westda01.html,MEM,NOK,P. Brown,/players/b/brownpj01.html,P. Gasol,/players/g/gasolpa01.html,0.0
248,249,200512060MIL,https://www.basketball-reference.com/boxscores/pbp/200512060MIL.html,Milwaukee Bucks,Los Angeles Lakers,MIL,LAL,J. Magloire,C. Mihm,T. Ford,LAL,MIL,S. Parker,/players/p/parkesm01.html,MIL,LAL,C. Mihm,/players/m/mihmch01.html,J. Magloire,/players/m/magloja01.html,0.0
249,250,200512060HOU,https://www.basketball-reference.com/boxscores/pbp/200512060HOU.html,Houston Rockets,Boston Celtics,HOU,BOS,Y. Ming,K. Perkins,K. Perkins,HOU,BOS,J. Howard,/players/h/howarju01.html,BOS,HOU,Y. Ming,/players/m/mingya01.html,K. Perkins,/players/p/perkike01.html,0.0
250,251,200512060DEN,https://www.basketball-reference.com/boxscores/pbp/200512060DEN.html,Denver Nuggets,Atlanta Hawks,DEN,ATL,M. Camby,Z. Pachulia,J. Johnson,ATL,DEN,J. Johnson,/players/j/johnsjo02.html,ATL,DEN,Z. Pachulia,/players/p/pachuza01.html,M. Camby,/players/c/cambyma01.html,1.0
251,252,200512060PHO,https://www.basketball-reference.com/boxscores/pbp/200512060PHO.html,Phoenix Suns,Portland Trail Blazers,PHO,POR,S. Marion,J. Przybilla,Z. Randolph,POR,PHO,S. Telfair,/players/t/telfase01.html,POR,PHO,J. Przybilla,/players/p/przybjo01.html,S. Marion,/players/m/mariosh01.html,1.0
252,253,200512060SAC,https://www.basketball-reference.com/boxscores/pbp/200512060SAC.html,Sacramento Kings,Cleveland Cavaliers,SAC,CLE,Brad Miller,Zydrunas Ilgauskas,Peja Stojakovic,CLE,SAC,,,SAC,CLE,Zydrunas Ilgauskas,/players/i/ilgauzy01.html,Brad Miller,/players/m/millebr01.html,0.0
253,254,200512060SEA,https://www.basketball-reference.com/boxscores/pbp/200512060SEA.html,Seattle SuperSonics,New York Knicks,SEA,NYK,R. Lewis,J. James,R. Lewis,NYK,SEA,M. Rose,/players/r/rosema01.html,SEA,NYK,J. James,/players/j/jamesje01.html,R. Lewis,/players/l/lewisra02.html,0.0
254,255,200512070ORL,https://www.basketball-reference.com/boxscores/pbp/200512070ORL.html,Orlando Magic,Chicago Bulls,ORL,CHI,D. Howard,T. Chandler,H. Türkoğlu,CHI,ORL,A. Nocioni,/players/n/nocioan01.html,ORL,CHI,T. Chandler,/players/c/chandty01.html,D. Howard,/players/h/howardw01.html,0.0
255,256,200512070PHI,https://www.basketball-reference.com/boxscores/pbp/200512070PHI.html,Philadelphia 76ers,Milwaukee Bucks,PHI,MIL,S. Dalembert,J. Magloire,A. Iverson,MIL,PHI,M. Redd,/players/r/reddmi01.html,PHI,MIL,J. Magloire,/players/m/magloja01.html,S. Dalembert,/players/d/dalemsa01.html,0.0
256,257,200512070TOR,https://www.basketball-reference.com/boxscores/pbp/200512070TOR.html,Toronto Raptors,Los Angeles Lakers,TOR,LAL,C. Bosh,C. Mihm,C. Mihm,TOR,LAL,R. Araújo,/players/a/araujra01.html,LAL,TOR,C. Bosh,/players/b/boshch01.html,C. Mihm,/players/m/mihmch01.html,0.0
257,258,200512070CHA,https://www.basketball-reference.com/boxscores/pbp/200512070CHA.html,Charlotte Bobcats,New Jersey Nets,CHA,NJN,E. Okafor,N. Krstić,E. Okafor,CHA,NJN,G. Wallace,/players/w/wallage01.html,CHA,NJN,E. Okafor,/players/o/okafoem01.html,N. Krstić,/players/k/krstine01.html,1.0
258,259,200512070NOK,https://www.basketball-reference.com/boxscores/pbp/200512070NOK.html,New Orleans/Oklahoma City Hornets,Boston Celtics,NOK,BOS,P. Brown,K. Perkins,R. Davis,NOK,BOS,J. Smith,/players/s/smithjr01.html,BOS,NOK,P. Brown,/players/b/brownpj01.html,K. Perkins,/players/p/perkike01.html,0.0
259,260,200512070SAS,https://www.basketball-reference.com/boxscores/pbp/200512070SAS.html,San Antonio Spurs,Miami Heat,SAS,MIA,R. Nesterović,A. Mourning,T. Duncan,SAS,MIA,T. Parker,/players/p/parketo01.html,SAS,MIA,R. Nesterović,/players/n/nestera01.html,A. Mourning,/players/m/mournal01.html,1.0
260,261,200512070UTA,https://www.basketball-reference.com/boxscores/pbp/200512070UTA.html,Utah Jazz,Atlanta Hawks,UTA,ATL,G. Ostertag,Z. Pachulia,M. Okur,ATL,UTA,E. Batista,/players/b/batises01.html,UTA,ATL,Z. Pachulia,/players/p/pachuza01.html,G. Ostertag,/players/o/ostergr01.html,0.0
261,262,200512070POR,https://www.basketball-reference.com/boxscores/pbp/200512070POR.html,Portland Trail Blazers,Minnesota Timberwolves,POR,MIN,J. Przybilla,K. Garnett,J. Przybilla,POR,MIN,S. Telfair,/players/t/telfase01.html,POR,MIN,J. Przybilla,/players/p/przybjo01.html,K. Garnett,/players/g/garneke01.html,1.0
262,263,200512070GSW,https://www.basketball-reference.com/boxscores/pbp/200512070GSW.html,Golden State Warriors,Phoenix Suns,GSW,PHO,A. Foyle,K. Thomas,D. Fisher,PHO,GSW,S. Nash,/players/n/nashst01.html,GSW,PHO,K. Thomas,/players/t/thomaku01.html,A. Foyle,/players/f/foylead01.html,0.0
263,264,200512070LAC,https://www.basketball-reference.com/boxscores/pbp/200512070LAC.html,Los Angeles Clippers,New York Knicks,LAC,NYK,C. Kaman,E. Curry,A. Davis,LAC,NYK,C. Mobley,/players/m/moblecu01.html,NYK,LAC,C. Kaman,/players/k/kamanch01.html,E. Curry,/players/c/curryed01.html,0.0
